SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH2591630.08FU_MK503662_reps,Pleosporales,Pleosporales,0.0424,1
SH1185543.08FU_KT736083_refs,Pleosporales,Pleosporales,0.0415,1
SH2595831.08FU_MK359438_reps,Pleosporales,Pleosporales,0.0313,1
SH3565295.08FU_MN562111_reps,Pleosporales,Pleosporales,0.0285,1
SH2597942.08FU_UDB0231175_reps,Pleosporales,NA,0,0
SH1157265.08FU_MK281568_reps,Pleosporales,Pleosporales,0.554,1
SH1189447.08FU_AB524800_refs,Pleosporales,Pleosporales,0.0189,1
SH1220610.08FU_LC085186_reps,Pleosporales,Pleosporales,0.678,1
SH1233333.08FU_MG828930_refs,Pleosporales,Pleosporales,0.45,1
SH1168862.08FU_LC061594_refs,Pleosporales,Pleosporales,0.0189,1
SH1158306.08FU_KX013171_reps,Pleosporales,Pleosporales,0.873,1
SH1234998.08FU_AB554113_reps,Pleosporales,Pleosporales,0.306,1
SH1142834.08FU_MH474529_reps,Pleosporales,Pleosporales,0.0867,1
SH1185563.08FU_LC014564_reps,Pleosporales,Pleosporales,0.0357,1
SH1180370.08FU_LC001726_refs,Pleosporales,Pleosporales,0.765,1
SH1191142.08FU_KP761734_reps,Pleosporales,Pleosporales,0.0608,1
SH2609732.08FU_UDB0628054_reps,Pleosporales,NA,0,0
SH2606511.08FU_UDB0137940_reps,Pleosporales,NA,0,0
SH1213836.08FU_MH267820_reps,Pleosporales,Pleosporales,0.611,1
SH1214979.08FU_MT214375_reps,Pleosporales,NA,0,0
SH1182952.08FU_KF443406_refs,Pleosporales,Pleosporales,0.112,1
SH1154046.08FU_FJ839619_refs,Pleosporales,Pleosporales,0.0697,1
SH1160206.08FU_KP401904_reps,Pleosporales,Pleosporales,0.808,1
SH1180393.08FU_LC228668_reps,Pleosporales,Pleosporales,0.0537,1
SH1240087.08FU_UDB067213_reps,Pleosporales,Pleosporales,0.23,1
SH2595702.08FU_MK139931_reps,Pleosporales,Pleosporales,0.807,1
SH2603564.08FU_UDB073621_reps,Acrospermales,NA,0,0
SH1238884.08FU_MK607587_reps,Acrospermales,NA,0,0
SH1149796.08FU_MH558769_refs,Tubeufiales,Tubeufiales,0.126,1
SH3568915.08FU_MK019193_reps,Tubeufiales,Tubeufiales,0.0129,1
SH1149793.08FU_KT581841_reps,Tubeufiales,Tubeufiales,0.129,1
SH1173386.08FU_MH558733_refs,Tubeufiales,Tubeufiales,0.0425,1
SH1151157.08FU_GQ856145_refs,Tubeufiales,Tubeufiales,0.0425,1
SH1151152.08FU_KY321322_reps,Tubeufiales,Tubeufiales,0.239,1
SH1177422.08FU_MH558711_reps,Tubeufiales,Tubeufiales,0.132,1
SH1191103.08FU_KU999972_reps,Tubeufiales,Tubeufiales,0.0227,1
SH1191845.08FU_AY916483_reps,Tubeufiales,Tubeufiales,0.458,1
SH1149791.08FU_UDB0763434_reps,Tubeufiales,Tubeufiales,0.147,1
SH1151150.08FU_MF467928_refs,Tubeufiales,Tubeufiales,0.821,1
SH1190107.08FU_KY790444_refs,Tubeufiales,Tubeufiales,0.0381,1
SH1236895.08FU_MH558713_refs,Tubeufiales,Tubeufiales,0.142,1
SH1191843.08FU_KY092413_refs,Tubeufiales,Tubeufiales,0.273,1
SH1236073.08FU_KX454167_reps,Tubeufiales,Tubeufiales,0.0425,1
SH1190109.08FU_KY790446_refs,Tubeufiales,Pleosporales,0.0701,0
SH1191851.08FU_MH558802_reps,Tubeufiales,Tubeufiales,0.438,1
SH1236156.08FU_AY916451_reps,Tubeufiales,Tubeufiales,0.0425,1
SH1238782.08FU_AB597213_reps,Tubeufiales,Tubeufiales,0.0425,1
SH2593416.08FU_UDB0765163_reps,Tubeufiales,Tubeufiales,0.0178,1
SH1230813.08FU_JX025040_refs,Botryosphaeriales,Botryosphaeriales,0.819,1
SH3215352.08FU_UDB0407902_reps,Botryosphaeriales,NA,0,0
SH1220212.08FU_GU229888_refs,Botryosphaeriales,Botryosphaeriales,0.0331,1
SH1143968.08FU_JQ239400_refs,Botryosphaeriales,Botryosphaeriales,0.819,1
SH1229877.08FU_FJ824770_refs,Botryosphaeriales,Botryosphaeriales,0.0608,1
SH1144012.08FU_MG321235_reps,Botryosphaeriales,Botryosphaeriales,0.47,1
SH1235581.08FU_KC492454_reps,Botryosphaeriales,Botryosphaeriales,0.937,1
SH1208734.08FU_AB454263_refs,Botryosphaeriales,Botryosphaeriales,0.937,1
SH1143966.08FU_KF766195_refs,Botryosphaeriales,Botryosphaeriales,0.938,1
SH1230769.08FU_KF170289_reps,Botryosphaeriales,Botryosphaeriales,0.0546,1
SH1208743.08FU_JQ317496_reps,Botryosphaeriales,Botryosphaeriales,0.905,1
SH1182701.08FU_AJ244250_reps,Botryosphaeriales,Botryosphaeriales,0.042,1
SH1229876.08FU_DQ979653_reps,Botryosphaeriales,Botryosphaeriales,0.648,1
SH1230771.08FU_KF206174_reps,Botryosphaeriales,Botryosphaeriales,0.489,1
SH1230740.08FU_KF206176_refs,Botryosphaeriales,Botryosphaeriales,0.772,1
SH1143964.08FU_DQ299246_refs,Botryosphaeriales,Botryosphaeriales,0.902,1
SH1143967.08FU_EF585540_refs,Botryosphaeriales,Botryosphaeriales,0.933,1
SH1143991.08FU_KC898231_refs,Botryosphaeriales,Botryosphaeriales,0.796,1
SH1169088.08FU_KM216369_reps,Botryosphaeriales,Botryosphaeriales,0.033,1
SH1229874.08FU_DQ019397_refs,Botryosphaeriales,Botryosphaeriales,0.835,1
SH1181171.08FU_KF000069_reps,Botryosphaeriales,Botryosphaeriales,0.94,1
SH1230750.08FU_KF170306_refs,Botryosphaeriales,Botryosphaeriales,0.791,1
SH2607625.08FU_UDB0187395_reps,Botryosphaeriales,NA,0,0
SH1230746.08FU_JF343572_refs,Botryosphaeriales,Botryosphaeriales,0.541,1
SH1234681.08FU_EF543263_reps,Botryosphaeriales,Botryosphaeriales,0.0659,1
SH1149681.08FU_KJ406831_reps,Dothideales,Dothideales,0.307,1
SH1149668.08FU_DQ491505_refs,Dothideales,Dothideales,0.477,1
SH1157932.08FU_MK793237_reps,Dothideales,Dothideales,0.458,1
SH1171329.08FU_MG461212_reps,Dothideales,Dothideales,0.47,1
SH1154533.08FU_AJ238468_refs,Dothideales,Dothideales,0.528,1
SH1149677.08FU_JX136179_reps,Dothideales,Dothideales,0.239,1
SH1171330.08FU_KU248848_reps,Dothideales,Dothideales,0.329,1
SH1149672.08FU_FJ612606_reps,Dothideales,Dothideales,0.034,1
SH1171328.08FU_UDB0286269_reps,Dothideales,Dothideales,0.485,1
SH1158657.08FU_MK810909_reps,Venturiales,Venturiales,0.0699,1
SH1183293.08FU_JX456768_reps,Venturiales,Venturiales,0.0482,1
SH1242041.08FU_EF191422_reps,Venturiales,Venturiales,0.0699,1
SH1152026.08FU_KX228282_refs,Venturiales,Venturiales,0.0699,1
SH1222299.08FU_MK810969_reps,Venturiales,Venturiales,0.449,1
SH1151386.08FU_KP798633_refs,Venturiales,Venturiales,0.0699,1
SH1238722.08FU_UDB0290675_reps,Venturiales,Venturiales,0.0699,1
SH2606717.08FU_UDB0192177_reps,Venturiales,Venturiales,0.0144,1
SH1180026.08FU_MH267829_reps,Venturiales,Venturiales,0.0378,1
SH1238748.08FU_KF156041_reps,Venturiales,Venturiales,0.0565,1
SH1177894.08FU_FR832474_refs,Venturiales,Venturiales,0.0817,1
SH1236576.08FU_HQ228298_reps,Venturiales,Venturiales,0.0463,1
SH1222292.08FU_KX815312_reps,Venturiales,Venturiales,0.489,1
SH1172566.08FU_HQ667524_refs,Venturiales,Venturiales,0.0699,1
SH2603503.08FU_UDB0383175_reps,Venturiales,NA,0,0
SH1222294.08FU_MK810965_reps,Venturiales,Venturiales,0.654,1
SH1222296.08FU_MK810926_reps,Venturiales,Venturiales,0.041,1
SH2594711.08FU_UDB0608103_reps,Venturiales,NA,0,0
SH2595829.08FU_MN121297_reps,Venturiales,Venturiales,0.0699,1
SH1239250.08FU_UDB0154249_reps,Venturiales,Venturiales,0.0534,1
SH1214437.08FU_MH858213_reps,Myriangiales,Myriangiales,0.152,1
SH1214422.08FU_AF097578_refs,Myriangiales,Myriangiales,0.658,1
SH1214436.08FU_KX887295_reps,Myriangiales,Myriangiales,0.348,1
SH1214424.08FU_KX887283_refs,Myriangiales,Myriangiales,0.606,1
SH1214629.08FU_FN435746_reps,Myriangiales,Myriangiales,0.0193,1
SH1214431.08FU_KX887225_reps,Myriangiales,Myriangiales,0.597,1
SH1214428.08FU_HM191255_reps,Myriangiales,Myriangiales,0.34,1
SH1149327.08FU_EU304347_refs,Myriangiales,Myriangiales,0.0225,1
SH1214421.08FU_KX372292_refs,Myriangiales,Myriangiales,0.75,1
SH1168358.08FU_AJ244254_refs,Myriangiales,Myriangiales,0.0224,1
SH3686995.08FU_MK118882_reps,Strigulales,NA,0,0
SH1189847.08FU_KY100301_refs,Strigulales,Strigulales,0.199,1
SH1190585.08FU_KY083732_reps,Strigulales,Strigulales,0.193,1
SH1156500.08FU_KF816168_reps,Abrothallales,Abrothallales,0.187,1
SH1230721.08FU_UDB004843_reps,Mytilinidales,Mytilinidales,0.708,1
SH1152223.08FU_KX306764_refs,Patellariales,Patellariales,0.203,1
SH2608413.08FU_UDB0231855_reps,Mytilinidiales,NA,0,0
SH1238784.08FU_KU728518_refs,Mytilinidiales,Mytilinidiales,0.173,1
SH1142712.08FU_AB753049_reps,Trypetheliales,Trypetheliales,0.206,1
SH1189155.08FU_LC127391_reps,Trypetheliales,Trypetheliales,0.0982,1
SH1187085.08FU_LC034175_reps,Trypetheliales,Trypetheliales,0.206,1
SH3565761.08FU_MN503271_reps,Trypetheliales,Trypetheliales,0.0564,1
SH2592886.08FU_MT712758_reps,Hysteriales,Hysteriales,0.0545,1
SH2592218.08FU_UDB0656920_reps,Hysteriales,Hysteriales,0.0153,1
SH3568177.08FU_MT062851_reps,Hysteriales,Hysteriales,0.0441,1
SH1214192.08FU_GU361952_reps,Hysteriales,Hysteriales,0.0396,1
SH1191650.08FU_KP687861_refs,Valsariales,Valsariales,0.204,1
SH1191649.08FU_MH458909_reps,Valsariales,Valsariales,0.191,1
SH1231492.08FU_LT158456_reps,Helotiales,Helotiales,0.108,1
SH1155321.08FU_KF296847_reps,Helotiales,Helotiales,0.401,1
SH1186077.08FU_KC595255_reps,Helotiales,Helotiales,0.722,1
SH1155738.08FU_MK584937_reps,Helotiales,Helotiales,0.702,1
SH1145637.08FU_AY969350_reps,Helotiales,Helotiales,0.423,1
SH1145606.08FU_UDB004143_reps,Helotiales,Helotiales,0.0366,1
SH3566984.08FU_MT153952_reps,Helotiales,NA,0,0
SH2593170.08FU_MK330017_reps,Helotiales,Helotiales,0.739,1
SH2593030.08FU_MH752063_reps,Helotiales,Helotiales,0.0252,1
SH1155307.08FU_FR667221_refs,Helotiales,Helotiales,0.363,1
SH1191901.08FU_KY462418_reps,Helotiales,Helotiales,0.0623,1
SH1237468.08FU_JN943466_reps,Helotiales,Helotiales,0.0852,1
SH1155905.08FU_AY969330_reps,Helotiales,Microascales,0.053,0
SH1186047.08FU_KP903566_reps,Helotiales,Helotiales,0.1,1
SH1185460.08FU_LC133802_reps,Helotiales,Helotiales,0.668,1
SH2602585.08FU_UDB059569_reps,Helotiales,Helotiales,0.0869,1
SH1183930.08FU_KJ559550_reps,Helotiales,Helotiales,0.0258,1
SH1235429.08FU_JN033431_reps,Helotiales,Helotiales,0.692,1
SH1155610.08FU_KF274382_reps,Helotiales,Helotiales,0.205,1
SH1145574.08FU_UDB066184_reps,Helotiales,Helotiales,0.27,1
SH1177225.08FU_KC457131_reps,Helotiales,Helotiales,0.405,1
SH1237118.08FU_JX998726_reps,Helotiales,Helotiales,0.712,1
SH2596352.08FU_MK900749_reps,Helotiales,Helotiales,0.84,1
SH1155805.08FU_KJ472291_reps,Helotiales,Helotiales,0.0828,1
SH1155792.08FU_UDB0693117_reps,Helotiales,Helotiales,0.72,1
SH1145534.08FU_KF030236_refs,Helotiales,Helotiales,0.599,1
SH2615149.08FU_UDB0504231_reps,Helotiales,Helotiales,0.0853,1
SH1235513.08FU_UDB0201972_reps,Helotiales,Helotiales,0.0342,1
SH2610677.08FU_UDB0278955_reps,Helotiales,Helotiales,0.844,1
SH1180047.08FU_KX908651_reps,Helotiales,Helotiales,0.0735,1
SH1151740.08FU_AY755342_reps,Helotiales,Helotiales,0.0827,1
SH2602440.08FU_UDB0688937_reps,Helotiales,Helotiales,0.171,1
SH1155297.08FU_HQ599581_refs,Helotiales,Helotiales,0.373,1
SH1179553.08FU_JX123369_reps,Helotiales,Helotiales,0.0409,1
SH1171385.08FU_MH858769_refs,Helotiales,Helotiales,0.725,1
SH2595659.08FU_UDB0195918_reps,Helotiales,Helotiales,0.349,1
SH1236008.08FU_FR773166_reps,Helotiales,Helotiales,0.27,1
SH1236920.08FU_UDB0244168_reps,Helotiales,Helotiales,0.0986,1
SH1158851.08FU_UDB034360_reps,Helotiales,Helotiales,0.0986,1
SH1155801.08FU_UDB0284105_reps,Helotiales,Helotiales,0.0804,1
SH1155828.08FU_HQ021772_reps,Helotiales,Helotiales,0.874,1
SH1185492.08FU_GQ268567_reps,Helotiales,Helotiales,0.307,1
SH2595233.08FU_LC426342_reps,Helotiales,Helotiales,0.644,1
SH1237469.08FU_EF520123_refs,Helotiales,Helotiales,0.085,1
SH1237762.08FU_MH492942_reps,Helotiales,Helotiales,0.789,1
SH1155685.08FU_AY627825_reps,Helotiales,Helotiales,0.394,1
SH1185471.08FU_HM770996_reps,Helotiales,Helotiales,0.24,1
SH1155696.08FU_KR859273_reps,Helotiales,Helotiales,0.814,1
SH1143007.08FU_UDB0348255_reps,Helotiales,Helotiales,0.0964,1
SH1229286.08FU_MG813225_reps,Helotiales,Helotiales,0.884,1
SH1157226.08FU_UDB0778484_reps,Helotiales,Helotiales,0.0845,1
SH1173281.08FU_AY249072_refs,Helotiales,Helotiales,0.681,1
SH1186913.08FU_KC412001_reps,Helotiales,Helotiales,0.707,1
SH1156227.08FU_JQ754001_reps,Helotiales,Helotiales,0.0512,1
SH1180939.08FU_JX507676_reps,Helotiales,Helotiales,0.0829,1
SH1156252.08FU_JQ761844_reps,Helotiales,Helotiales,0.0499,1
SH1171399.08FU_LT904866_reps,Helotiales,Helotiales,0.0995,1
SH1171459.08FU_KT005452_reps,Helotiales,Helotiales,0.0999,1
SH1155614.08FU_UDB0261096_reps,Helotiales,Helotiales,0.686,1
SH1143004.08FU_MH578551_reps,Helotiales,Helotiales,0.0608,1
SH1145599.08FU_AB089663_reps,Helotiales,Helotiales,0.384,1
SH1182730.08FU_MH856145_reps,Helotiales,Helotiales,0.417,1
SH1187599.08FU_MT435017_reps,Helotiales,Helotiales,0.391,1
SH1185427.08FU_JX270602_reps,Helotiales,Helotiales,0.542,1
SH1155712.08FU_HQ157906_reps,Helotiales,Helotiales,0.815,1
SH1155705.08FU_JF937579_reps,Helotiales,Helotiales,0.096,1
SH1185405.08FU_AF062789_refs,Helotiales,Helotiales,0.914,1
SH1155682.08FU_AB481281_reps,Helotiales,Helotiales,0.373,1
SH1175515.08FU_HQ260254_reps,Helotiales,Helotiales,0.0248,1
SH1173297.08FU_FJ197884_reps,Helotiales,Helotiales,0.167,1
SH1236039.08FU_KX908591_reps,Helotiales,Helotiales,0.0804,1
SH1236013.08FU_MG195542_reps,Helotiales,Helotiales,0.742,1
SH1244189.08FU_MH703903_reps,Helotiales,Helotiales,0.0861,1
SH1155693.08FU_GQ996131_reps,Helotiales,Helotiales,0.789,1
SH1156079.08FU_JN890137_reps,Helotiales,Helotiales,0.101,1
SH1185510.08FU_KT161041_reps,Helotiales,Helotiales,0.353,1
SH1237169.08FU_UDB0229297_reps,Helotiales,Helotiales,0.343,1
SH1185426.08FU_FM997937_refs,Helotiales,Helotiales,0.845,1
SH1185401.08FU_AF062807_refs,Helotiales,Helotiales,0.796,1
SH1186696.08FU_MH856474_refs,Helotiales,Helotiales,0.344,1
SH2596310.08FU_MK932823_reps,Helotiales,Helotiales,0.0855,1
SH1156134.08FU_UDB012408_reps,Helotiales,Helotiales,0.86,1
SH1171434.08FU_UDB0284560_reps,Helotiales,Helotiales,0.84,1
SH1186074.08FU_KX382858_reps,Helotiales,Helotiales,0.11,1
SH1171395.08FU_UDB0529768_reps,Helotiales,Helotiales,0.714,1
SH1236015.08FU_AF530462_refs,Helotiales,Helotiales,0.555,1
SH1171424.08FU_AB481264_reps,Helotiales,Helotiales,0.606,1
SH1152413.08FU_KY696716_reps,Helotiales,Helotiales,0.556,1
SH1187146.08FU_UDB015046_reps,Helotiales,Helotiales,0.0833,1
SH1185399.08FU_AY706320_refs,Helotiales,Helotiales,0.403,1
SH1155298.08FU_FR667223_refs,Helotiales,Helotiales,0.444,1
SH1156867.08FU_MT026413_reps,Helotiales,Helotiales,0.497,1
SH1179993.08FU_UDB0605444_reps,Helotiales,Helotiales,0.027,1
SH1152406.08FU_MH593867_reps,Helotiales,Helotiales,0.943,1
SH1193777.08FU_UDB004151_reps,Helotiales,Helotiales,0.758,1
SH1191885.08FU_JX857222_reps,Helotiales,Helotiales,0.0476,1
SH1236024.08FU_EU155145_refs,Helotiales,Helotiales,0.531,1
SH1155329.08FU_KX501127_reps,Helotiales,Helotiales,0.399,1
SH1237120.08FU_UDB0155064_reps,Helotiales,Helotiales,0.0516,1
SH1237103.08FU_FJ000395_refs,Helotiales,Helotiales,0.372,1
SH1237117.08FU_JX029129_reps,Helotiales,Helotiales,0.409,1
SH1180052.08FU_AB926099_reps,Helotiales,Helotiales,0.177,1
SH2609647.08FU_UDB0559678_reps,Helotiales,Helotiales,0.369,1
SH2592882.08FU_MK426993_reps,Helotiales,Helotiales,0.0917,1
SH1185569.08FU_UDB004169_refs,Helotiales,Helotiales,0.0829,1
SH1186914.08FU_GU998460_reps,Helotiales,Helotiales,0.846,1
SH1186154.08FU_UDB071096_reps,Helotiales,Helotiales,0.611,1
SH1155590.08FU_FJ475732_refs,Helotiales,Helotiales,0.617,1
SH1155227.08FU_JN943469_reps,Helotiales,Helotiales,0.0857,1
SH1181926.08FU_UDB0478928_reps,Helotiales,Helotiales,0.0129,1
SH1172205.08FU_KU559640_reps,Helotiales,Helotiales,0.768,1
SH1145590.08FU_KC019887_reps,Helotiales,Helotiales,0.0492,1
SH1179987.08FU_KU519114_reps,Helotiales,Helotiales,0.0839,1
SH1151742.08FU_JN943457_reps,Helotiales,Helotiales,0.0847,1
SH1236054.08FU_MT026443_reps,Helotiales,Helotiales,0.488,1
SH1237756.08FU_KM678358_reps,Helotiales,Helotiales,0.732,1
SH1155631.08FU_GU727557_refs,Helotiales,Helotiales,0.73,1
SH1155684.08FU_UDB022995_reps,Helotiales,Helotiales,0.719,1
SH1155308.08FU_KU059911_reps,Helotiales,Helotiales,0.377,1
SH1155628.08FU_AY204579_reps,Helotiales,Helotiales,0.889,1
SH1147500.08FU_JN896310_refs,Helotiales,Helotiales,0.847,1
SH1185438.08FU_KF225838_reps,Helotiales,Helotiales,0.568,1
SH1155604.08FU_MK163856_reps,Helotiales,Helotiales,0.592,1
SH1236903.08FU_KF435799_reps,Helotiales,Helotiales,0.0257,1
SH1147502.08FU_U72262_reps,Helotiales,Helotiales,0.86,1
SH1152411.08FU_MF964326_reps,Helotiales,Helotiales,0.0742,1
SH1185413.08FU_AF062791_refs,Helotiales,Helotiales,0.795,1
SH1212368.08FU_UDB003114_reps,Helotiales,Helotiales,0.0853,1
SH2591871.08FU_UDB0183684_reps,Helotiales,Helotiales,0.0258,1
SH1237127.08FU_KC965422_reps,Helotiales,Helotiales,0.0506,1
SH1185437.08FU_KU597331_reps,Helotiales,Helotiales,0.178,1
SH1155302.08FU_FR667211_refs,Helotiales,Helotiales,0.408,1
SH1191883.08FU_UDB031068_refs,Helotiales,Helotiales,0.0625,1
SH2609709.08FU_UDB0240080_reps,Helotiales,Helotiales,0.0775,1
SH1180044.08FU_AB904503_reps,Helotiales,Helotiales,0.105,1
SH2592630.08FU_MH221038_reps,Helotiales,Helotiales,0.0829,1
SH2617238.08FU_UDB0604051_reps,Helotiales,Helotiales,0.442,1
SH1155862.08FU_UDB0607225_reps,Helotiales,Helotiales,0.354,1
SH1237126.08FU_UDB0767573_reps,Helotiales,Helotiales,0.0731,1
SH2617474.08FU_UDB0616863_reps,Helotiales,Helotiales,0.0256,1
SH1180043.08FU_KF545331_reps,Helotiales,Helotiales,0.114,1
SH1155313.08FU_UDB0154627_reps,Helotiales,Helotiales,0.302,1
SH1155654.08FU_FJ553668_refs,Helotiales,Helotiales,0.891,1
SH1235464.08FU_AF141168_refs,Helotiales,Helotiales,0.367,1
SH2609075.08FU_UDB0671209_reps,Helotiales,Helotiales,0.0248,1
SH1172193.08FU_UDB0536623_reps,Helotiales,Helotiales,0.263,1
SH1151739.08FU_MH390723_reps,Helotiales,Helotiales,0.0842,1
SH1155616.08FU_FR667232_refs,Helotiales,Helotiales,0.196,1
SH1156122.08FU_UDB0553228_reps,Helotiales,Helotiales,0.828,1
SH1156126.08FU_MH578468_reps,Helotiales,Helotiales,0.404,1
SH1155609.08FU_AF141177_refs,Helotiales,Helotiales,0.909,1
SH1241050.08FU_AM084765_reps,Helotiales,Helotiales,0.0807,1
SH1185495.08FU_KC009098_reps,Helotiales,Helotiales,0.721,1
SH1155721.08FU_GU559087_reps,Helotiales,Helotiales,0.81,1
SH1145510.08FU_KC834063_refs,Helotiales,Helotiales,0.556,1
SH2605448.08FU_UDB0246058_reps,Helotiales,Helotiales,0.0673,1
SH1155788.08FU_AB546953_reps,Helotiales,Helotiales,0.673,1
SH1235518.08FU_UDB0646653_reps,Helotiales,Helotiales,0.0843,1
SH1185424.08FU_KT160855_reps,Helotiales,Helotiales,0.482,1
SH1185448.08FU_FJ449903_reps,Helotiales,Helotiales,0.032,1
SH1155653.08FU_EF040841_reps,Helotiales,Helotiales,0.401,1
SH1185400.08FU_AJ292197_refs,Helotiales,Helotiales,0.455,1
SH2606502.08FU_UDB0289512_reps,Helotiales,Helotiales,0.0838,1
SH1236033.08FU_MT026374_reps,Helotiales,Helotiales,0.237,1
SH1236901.08FU_UDB0778859_reps,Helotiales,Helotiales,0.0944,1
SH1145536.08FU_AJ133432_refs,Helotiales,Helotiales,0.672,1
SH1175514.08FU_UDB0376117_reps,Helotiales,Helotiales,0.0236,1
SH1186142.08FU_MH037298_reps,Helotiales,Helotiales,0.545,1
SH1181239.08FU_KC966313_reps,Helotiales,Helotiales,0.0419,1
SH1236019.08FU_MG195546_reps,Helotiales,Helotiales,0.0891,1
SH1155671.08FU_KX444226_reps,Helotiales,Helotiales,0.839,1
SH2592171.08FU_MH857029_reps,Helotiales,Helotiales,0.0806,1
SH1155586.08FU_EU940229_refs,Helotiales,Helotiales,0.88,1
SH2613024.08FU_UDB0381557_reps,Helotiales,Helotiales,0.0237,1
SH1175512.08FU_KU597799_refs,Helotiales,Helotiales,0.0856,1
SH1174687.08FU_KC416307_reps,Helotiales,Helotiales,0.235,1
SH3566229.08FU_MK981270_reps,Helotiales,Helotiales,0.283,1
SH3566617.08FU_MT321787_reps,Helotiales,Helotiales,0.661,1
SH3567421.08FU_MN148690_reps,Helotiales,Helotiales,0.793,1
SH1186915.08FU_JN655585_refs,Helotiales,Helotiales,0.527,1
SH1172226.08FU_HQ260129_reps,Helotiales,Helotiales,0.0313,1
SH2591897.08FU_UDB0502546_reps,Helotiales,Helotiales,0.0848,1
SH2594340.08FU_MG592740_reps,Helotiales,Helotiales,0.832,1
SH2619299.08FU_UDB0745799_reps,Helotiales,Helotiales,0.026,1
SH2596334.08FU_LC424838_reps,Helotiales,Helotiales,0.595,1
SH1152421.08FU_KY054729_reps,Helotiales,Helotiales,0.0485,1
SH1142781.08FU_KF412398_reps,Helotiales,Helotiales,0.0249,1
SH1185474.08FU_GQ272624_refs,Helotiales,Helotiales,0.446,1
SH1191278.08FU_MH578478_reps,Helotiales,Helotiales,0.0248,1
SH1151395.08FU_MF928761_reps,Helotiales,Pleosporales,0.132,0
SH1187597.08FU_MK584970_reps,Helotiales,Helotiales,0.0623,1
SH1236003.08FU_EU434843_refs,Helotiales,Helotiales,0.164,1
SH1156878.08FU_LC425044_reps,Helotiales,Helotiales,0.639,1
SH1152414.08FU_AY818330_reps,Helotiales,Helotiales,0.71,1
SH1171416.08FU_AB481287_reps,Helotiales,Helotiales,0.55,1
SH1186693.08FU_EU516748_reps,Helotiales,Helotiales,0.0697,1
SH1236904.08FU_AB481270_reps,Helotiales,Helotiales,0.442,1
SH1144826.08FU_AF011289_refs,Erysiphales,Erysiphales,0.0978,1
SH2592683.08FU_MH358357_reps,Erysiphales,Erysiphales,0.0978,1
SH1159203.08FU_AB080546_refs,Erysiphales,Erysiphales,0.573,1
SH1184293.08FU_LC010053_reps,Erysiphales,Erysiphales,0.876,1
SH1184283.08FU_MK432758_reps,Erysiphales,Erysiphales,0.502,1
SH1159059.08FU_LC260191_reps,Erysiphales,Erysiphales,0.728,1
SH1157371.08FU_LC108843_reps,Erysiphales,Erysiphales,0.0978,1
SH1159223.08FU_AB498962_refs,Erysiphales,Erysiphales,0.885,1
SH1159221.08FU_AB498955_refs,Erysiphales,Erysiphales,0.862,1
SH1159201.08FU_AB080501_refs,Erysiphales,Erysiphales,0.731,1
SH1184270.08FU_AB015928_reps,Erysiphales,Erysiphales,0.635,1
SH1184278.08FU_MW045571_reps,Erysiphales,Erysiphales,0.844,1
SH1159224.08FU_AB329684_refs,Erysiphales,Erysiphales,0.867,1
SH1184260.08FU_AB015921_refs,Erysiphales,Erysiphales,0.87,1
SH1184277.08FU_AB104519_reps,Erysiphales,Erysiphales,0.749,1
SH1169064.08FU_D84381_refs,Erysiphales,Erysiphales,0.0978,1
SH1184256.08FU_AB295456_refs,Erysiphales,Erysiphales,0.885,1
SH1157357.08FU_JQ885445_refs,Erysiphales,Erysiphales,0.942,1
SH1159199.08FU_AB080533_refs,Erysiphales,Erysiphales,0.902,1
SH1184254.08FU_GU117107_refs,Erysiphales,Erysiphales,0.885,1
SH1184264.08FU_AB015934_refs,Erysiphales,Erysiphales,0.489,1
SH1184280.08FU_AB252465_refs,Erysiphales,Erysiphales,0.518,1
SH2596375.08FU_MT648572_reps,Erysiphales,Erysiphales,0.0911,1
SH1184267.08FU_AB015914_reps,Erysiphales,Erysiphales,0.672,1
SH1149730.08FU_LC175811_reps,Erysiphales,Erysiphales,0.0978,1
SH2609400.08FU_UDB0228726_reps,Erysiphales,Helotiales,0.523,0
SH1144827.08FU_AY157844_refs,Erysiphales,Erysiphales,0.833,1
SH1184273.08FU_AB478988_refs,Erysiphales,Erysiphales,0.853,1
SH1142307.08FU_LC191860_reps,Erysiphales,Erysiphales,0.0978,1
SH1186063.08FU_LC222314_refs,Erysiphales,Erysiphales,0.0915,1
SH1210318.08FU_AB430819_refs,Erysiphales,Erysiphales,0.871,1
SH1208733.08FU_UDB018804_refs,Rhytismatales,Rhytismatales,0.0731,1
SH1200050.08FU_JX135770_reps,Rhytismatales,Rhytismatales,0.0714,1
SH1154310.08FU_GU367907_reps,Rhytismatales,Rhytismatales,0.0729,1
SH1199786.08FU_AF473553_refs,Rhytismatales,Rhytismatales,0.51,1
SH1142383.08FU_KC833138_reps,Rhytismatales,Rhytismatales,0.0593,1
SH1154314.08FU_KP878549_refs,Rhytismatales,Rhytismatales,0.073,1
SH1236122.08FU_AF433154_reps,Rhytismatales,Rhytismatales,0.0784,1
SH1150749.08FU_AY971741_reps,Rhytismatales,Rhytismatales,0.699,1
SH1238211.08FU_MH578532_reps,Rhytismatales,Rhytismatales,0.0734,1
SH1235388.08FU_GU367899_reps,Rhytismatales,Rhytismatales,0.0734,1
